#;Data/Hora;Ativo;C/V;Quantidade;Preço limite;Status;Tipo;Quantidade executada;Preço médio;Resultado (Abs.);Resultado %;Resultado (R$)
"13584595935";"01/08/2024 / 10:28:52";"WDOU24";"C";"2";"5.666,00";"executada";"entrada";"2";"5.666,00";"-";"-";"-"
"13584593523";"01/08/2024 / 10:21:33";"WDOU24";"C";"1";"5.671,00";"executada";"entrada";"1";"5.671,00";"-";"-";"-"
"13584593515";"01/08/2024 / 10:21:33";"WDOU24";"V";"8";"5.671,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13584593446";"01/08/2024 / 10:21:33";"WDOU24";"C";"1";"0,00";"executada";"entrada";"1";"5.676,00";"-";"-";"-"
"13584576390";"01/08/2024 / 09:46:22";"WDOU24";"V";"4";"5.710,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584574796";"01/08/2024 / 09:43:02";"WDOU24";"V";"2";"5.705,50";"executada";"entrada";"2";"5.705,50";"-";"-";"-"
"13584573419";"01/08/2024 / 09:38:59";"WDOU24";"V";"1";"5.700,50";"executada";"entrada";"1";"5.700,50";"-";"-";"-"
"13584573416";"01/08/2024 / 09:38:59";"WDOU24";"C";"4";"5.696,00";"executada";"saída";"4";"5.696,00";"5,75";"0,10";"230,00"
"13584573395";"01/08/2024 / 09:38:59";"WDOU24";"V";"1";"0,00";"executada";"entrada";"1";"5.695,50";"-";"-";"-"
"13584542137";"01/08/2024 / 09:01:10";"WDOU24";"V";"4";"5.700,50";"executada";"entrada";"4";"5.700,50";"-";"-";"-"
"13584542098";"01/08/2024 / 09:01:10";"WDOU24";"V";"4";"5.700,50";"executada";"entrada";"4";"5.700,50";"-";"-";"-"
"13584540426";"01/08/2024 / 09:00:57";"WDOU24";"V";"2";"5.695,50";"executada";"entrada";"2";"5.695,50";"-";"-";"-"
"13584540373";"01/08/2024 / 09:00:56";"WDOU24";"V";"2";"5.695,50";"executada";"entrada";"2";"5.695,50";"-";"-";"-"
"13584539831";"01/08/2024 / 09:00:51";"WDOU24";"V";"1";"5.690,50";"executada";"entrada";"1";"5.690,50";"-";"-";"-"
"13584539751";"01/08/2024 / 09:00:50";"WDOU24";"V";"1";"5.690,50";"executada";"entrada";"1";"5.690,50";"-";"-";"-"
"13584539715";"01/08/2024 / 09:00:50";"WDOU24";"C";"8";"5.690,50";"executada";"saída";"8";"5.690,50";"5,63";"0,10";"450,00"
"13584539667";"01/08/2024 / 09:00:50";"WDOU24";"C";"8";"5.690,50";"executada";"saída";"8";"5.690,50";"5,63";"0,10";"450,00"
"13584539577";"01/08/2024 / 09:00:49";"WDOU24";"V";"1";"0,00";"executada";"entrada";"1";"5.685,50";"-";"-";"-"
"13584539515";"01/08/2024 / 09:00:48";"WDOU24";"V";"1";"0,00";"executada";"entrada";"1";"5.685,50";"-";"-";"-"
"13584538577";"01/08/2024 / 09:00:42";"WDOU24";"V";"1";"5.695,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584538332";"01/08/2024 / 09:00:41";"WDOU24";"C";"1";"5.684,00";"executada";"saída";"1";"5.684,00";"6,00";"0,11";"60,00"
"13584537595";"01/08/2024 / 09:00:38";"WDOU24";"V";"1";"5.695,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584537524";"01/08/2024 / 09:00:37";"WDOU24";"C";"1";"5.684,00";"executada";"saída";"1";"5.684,00";"6,00";"0,11";"60,00"
"13584536989";"01/08/2024 / 09:00:35";"WDOU24";"V";"1";"0,00";"executada";"entrada";"1";"5.690,00";"-";"-";"-"
"13584536971";"01/08/2024 / 09:00:35";"WDOU24";"V";"1";"0,00";"executada";"entrada";"1";"5.690,00";"-";"-";"-"
"13584480492";"31/07/2024 / 12:26:40";"WDOU24";"C";"1";"5.657,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584480491";"31/07/2024 / 12:26:40";"WDOU24";"V";"1";"5.668,50";"executada";"saída";"1";"5.668,50";"6,00";"0,11";"60,00"
"13584480488";"31/07/2024 / 12:26:39";"WDOU24";"C";"1";"0,00";"executada";"entrada";"1";"5.662,50";"-";"-";"-"
"13584480460";"31/07/2024 / 12:26:17";"WDOU24";"C";"4";"0,00";"executada";"saída";"4";"5.663,00";"4,75";"0,08";"190,00"
"13584474522";"31/07/2024 / 11:51:06";"WDOU24";"V";"4";"5.676,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584472212";"31/07/2024 / 11:35:36";"WDOU24";"V";"2";"5.671,50";"executada";"entrada";"2";"5.671,50";"-";"-";"-"
"13584471502";"31/07/2024 / 11:32:48";"WDOU24";"V";"1";"5.666,50";"executada";"entrada";"1";"5.666,50";"-";"-";"-"
"13584471500";"31/07/2024 / 11:32:48";"WDOU24";"C";"4";"5.662,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13584471497";"31/07/2024 / 11:32:48";"WDOU24";"V";"1";"0,00";"executada";"entrada";"1";"5.661,50";"-";"-";"-"
"13584468697";"31/07/2024 / 11:17:40";"WDOU24";"C";"1";"5.646,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584468693";"31/07/2024 / 11:17:40";"WDOU24";"V";"1";"5.657,50";"executada";"saída";"1";"5.657,50";"6,00";"0,11";"60,00"
"13584468678";"31/07/2024 / 11:17:39";"WDOU24";"C";"1";"0,00";"executada";"entrada";"1";"5.651,50";"-";"-";"-"
"13584438863";"31/07/2024 / 10:01:03";"WDOU24";"V";"4";"5.700,00";"executada";"entrada";"4";"5.700,00";"-";"-";"-"
"13584437150";"31/07/2024 / 09:57:51";"WDOU24";"V";"2";"5.695,00";"executada";"entrada";"2";"5.695,00";"-";"-";"-"
"13584436759";"31/07/2024 / 09:56:34";"WDOU24";"V";"1";"5.690,00";"executada";"entrada";"1";"5.690,00";"-";"-";"-"
"13584436758";"31/07/2024 / 09:56:34";"WDOU24";"C";"8";"5.690,00";"executada";"saída";"8";"5.690,00";"5,63";"0,10";"450,00"
"13584436735";"31/07/2024 / 09:56:33";"WDOU24";"V";"1";"0,00";"executada";"entrada";"1";"5.685,00";"-";"-";"-"
"13584434658";"31/07/2024 / 09:45:54";"WDOU24";"C";"8";"0,00";"executada";"saída";"8";"5.674,56";"-29,44";"-0,52";"-2.355,00"
"13584414468";"31/07/2024 / 09:10:11";"WDOU24";"V";"4";"5.649,50";"executada";"entrada";"4";"5.649,50";"-";"-";"-"
"13584411053";"31/07/2024 / 09:06:53";"WDOU24";"V";"2";"5.644,50";"executada";"entrada";"2";"5.644,50";"-";"-";"-"
"13584407683";"31/07/2024 / 09:03:50";"WDOU24";"V";"1";"5.639,50";"executada";"entrada";"1";"5.639,50";"-";"-";"-"
"13584407681";"31/07/2024 / 09:03:50";"WDOU24";"C";"8";"5.639,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13584407662";"31/07/2024 / 09:03:50";"WDOU24";"V";"1";"0,00";"executada";"entrada";"1";"5.634,50";"-";"-";"-"
"13584404522";"31/07/2024 / 09:02:00";"WDOU24";"V";"1";"5.637,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584404500";"31/07/2024 / 09:02:00";"WDOU24";"C";"1";"5.626,50";"executada";"saída";"1";"5.626,50";"6,00";"0,11";"60,00"
"13584404454";"31/07/2024 / 09:01:59";"WDOU24";"V";"1";"0,00";"executada";"entrada";"1";"5.632,50";"-";"-";"-"
"13584400251";"31/07/2024 / 09:00:40";"WDOU24";"C";"1";"5.620,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584400223";"31/07/2024 / 09:00:40";"WDOU24";"V";"1";"5.631,50";"executada";"saída";"1";"5.631,50";"6,00";"0,11";"60,00"
"13584400177";"31/07/2024 / 09:00:40";"WDOU24";"C";"1";"0,00";"executada";"entrada";"1";"5.625,50";"-";"-";"-"
"13584362975";"30/07/2024 / 12:50:01";"WDOQ24";"V";"2";"5.657,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584358452";"30/07/2024 / 12:23:37";"WDOQ24";"V";"1";"5.652,50";"executada";"entrada";"1";"5.652,50";"-";"-";"-"
"13584358451";"30/07/2024 / 12:23:37";"WDOQ24";"C";"2";"5.644,00";"executada";"saída";"2";"5.644,00";"6,00";"0,11";"120,00"
"13584358370";"30/07/2024 / 12:23:36";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.647,50";"-";"-";"-"
"13584353577";"30/07/2024 / 12:05:59";"WDOQ24";"V";"4";"5.655,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584353020";"30/07/2024 / 12:05:27";"WDOQ24";"V";"2";"5.650,00";"executada";"entrada";"2";"5.650,00";"-";"-";"-"
"13584349295";"30/07/2024 / 11:52:42";"WDOQ24";"V";"1";"5.645,00";"executada";"entrada";"1";"5.645,00";"-";"-";"-"
"13584349294";"30/07/2024 / 11:52:42";"WDOQ24";"C";"4";"5.640,50";"executada";"saída";"4";"5.640,50";"5,75";"0,10";"230,00"
"13584349291";"30/07/2024 / 11:52:42";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.640,00";"-";"-";"-"
"13584332956";"30/07/2024 / 11:01:40";"WDOQ24";"V";"1";"5.666,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584332950";"30/07/2024 / 11:01:40";"WDOQ24";"C";"1";"5.655,50";"executada";"saída";"1";"5.655,50";"6,00";"0,11";"60,00"
"13584332910";"30/07/2024 / 11:01:39";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.661,50";"-";"-";"-"
"13584318880";"30/07/2024 / 10:16:42";"WDOQ24";"C";"4";"5.641,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584317436";"30/07/2024 / 10:14:03";"WDOQ24";"C";"2";"5.646,00";"executada";"entrada";"2";"5.646,00";"-";"-";"-"
"13584316672";"30/07/2024 / 10:11:56";"WDOQ24";"C";"1";"5.651,00";"executada";"entrada";"1";"5.651,00";"-";"-";"-"
"13584316670";"30/07/2024 / 10:11:56";"WDOQ24";"V";"4";"5.655,50";"executada";"saída";"4";"5.655,50";"5,75";"0,10";"230,00"
"13584316663";"30/07/2024 / 10:11:56";"WDOQ24";"C";"1";"0,00";"executada";"entrada";"1";"5.656,00";"-";"-";"-"
"13584316628";"30/07/2024 / 10:11:55";"WDOQ24";"C";"8";"0,00";"executada";"saída";"8";"5.656,00";"-24,38";"-0,43";"-1.950,00"
"13584296484";"30/07/2024 / 09:16:44";"WDOQ24";"V";"4";"5.636,00";"executada";"entrada";"4";"5.636,00";"-";"-";"-"
"13584294107";"30/07/2024 / 09:11:50";"WDOQ24";"V";"2";"5.631,00";"executada";"entrada";"2";"5.631,00";"-";"-";"-"
"13584288046";"30/07/2024 / 09:02:32";"WDOQ24";"V";"1";"5.626,00";"executada";"entrada";"1";"5.626,00";"-";"-";"-"
"13584288045";"30/07/2024 / 09:02:32";"WDOQ24";"C";"8";"5.626,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13584288040";"30/07/2024 / 09:02:32";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.621,00";"-";"-";"-"
"13584288023";"30/07/2024 / 09:02:31";"WDOQ24";"V";"1";"0,00";"executada";"saída";"1";"5.621,00";"5,50";"0,10";"55,00"
"13584285619";"30/07/2024 / 09:01:07";"WDOQ24";"C";"1";"5.610,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584285601";"30/07/2024 / 09:01:07";"WDOQ24";"V";"1";"5.621,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13584285260";"30/07/2024 / 09:01:05";"WDOQ24";"C";"1";"0,00";"executada";"entrada";"1";"5.615,50";"-";"-";"-"
"13584219184";"29/07/2024 / 11:42:30";"WDOQ24";"V";"4";"5.668,50";"executada";"entrada";"4";"5.668,50";"-";"-";"-"
"13584214976";"29/07/2024 / 11:27:27";"WDOQ24";"V";"2";"5.663,50";"executada";"entrada";"2";"5.663,50";"-";"-";"-"
"13584212475";"29/07/2024 / 11:19:51";"WDOQ24";"V";"1";"5.658,50";"executada";"entrada";"1";"5.658,50";"-";"-";"-"
"13584212472";"29/07/2024 / 11:19:51";"WDOQ24";"C";"8";"5.658,50";"executada";"saída";"8";"5.658,50";"5,63";"0,10";"450,00"
"13584212348";"29/07/2024 / 11:19:50";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.653,50";"-";"-";"-"
"13584197786";"29/07/2024 / 10:45:15";"WDOQ24";"C";"1";"5.634,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584197774";"29/07/2024 / 10:45:15";"WDOQ24";"V";"1";"5.645,50";"executada";"saída";"1";"5.645,50";"6,00";"0,11";"60,00"
"13584197747";"29/07/2024 / 10:45:14";"WDOQ24";"C";"1";"0,00";"executada";"entrada";"1";"5.639,50";"-";"-";"-"
"13584183922";"29/07/2024 / 10:22:54";"WDOQ24";"V";"1";"5.655,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584183918";"29/07/2024 / 10:22:53";"WDOQ24";"C";"1";"5.644,50";"executada";"saída";"1";"5.644,50";"6,00";"0,11";"60,00"
"13584183881";"29/07/2024 / 10:22:53";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.650,50";"-";"-";"-"
"13584174614";"29/07/2024 / 10:06:45";"WDOQ24";"C";"1";"5.635,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584174613";"29/07/2024 / 10:06:45";"WDOQ24";"V";"1";"5.646,00";"executada";"saída";"1";"5.646,00";"6,00";"0,11";"60,00"
"13584174556";"29/07/2024 / 10:06:45";"WDOQ24";"C";"1";"0,00";"executada";"entrada";"1";"5.640,00";"-";"-";"-"
"13584171591";"29/07/2024 / 10:01:32";"WDOQ24";"C";"1";"5.637,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584171588";"29/07/2024 / 10:01:32";"WDOQ24";"V";"1";"5.648,00";"executada";"saída";"1";"5.648,00";"6,00";"0,11";"60,00"
"13584171498";"29/07/2024 / 10:01:32";"WDOQ24";"C";"1";"0,00";"executada";"entrada";"1";"5.642,00";"-";"-";"-"
"13584086762";"26/07/2024 / 12:44:49";"WDOQ24";"C";"8";"0,00";"executada";"saída";"8";"5.662,50";"-7,38";"-0,13";"-590,00"
"13584064200";"26/07/2024 / 11:38:05";"WDOQ24";"V";"4";"5.659,50";"executada";"entrada";"4";"5.659,50";"-";"-";"-"
"13584063750";"26/07/2024 / 11:37:57";"WDOQ24";"V";"2";"5.654,50";"executada";"entrada";"2";"5.654,50";"-";"-";"-"
"13584058194";"26/07/2024 / 11:25:28";"WDOQ24";"V";"1";"5.649,50";"executada";"entrada";"1";"5.649,50";"-";"-";"-"
"13584058193";"26/07/2024 / 11:25:28";"WDOQ24";"C";"8";"5.649,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13584058179";"26/07/2024 / 11:25:27";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.644,50";"-";"-";"-"
"13584058133";"26/07/2024 / 11:25:27";"WDOQ24";"V";"1";"0,00";"executada";"saída";"1";"5.644,50";"5,50";"0,10";"55,00"
"13584050163";"26/07/2024 / 11:07:00";"WDOQ24";"C";"1";"5.634,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584050144";"26/07/2024 / 11:07:00";"WDOQ24";"V";"1";"5.645,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13584050052";"26/07/2024 / 11:07:00";"WDOQ24";"C";"1";"0,00";"executada";"entrada";"1";"5.639,00";"-";"-";"-"
"13584041556";"26/07/2024 / 10:48:25";"WDOQ24";"V";"1";"5.654,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584041554";"26/07/2024 / 10:48:25";"WDOQ24";"C";"1";"5.643,50";"executada";"saída";"1";"5.643,50";"6,00";"0,11";"60,00"
"13584041474";"26/07/2024 / 10:48:23";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.649,50";"-";"-";"-"
"13584018587";"26/07/2024 / 10:00:12";"WDOQ24";"C";"2";"5.625,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13584015250";"26/07/2024 / 09:52:01";"WDOQ24";"C";"1";"5.630,00";"executada";"entrada";"1";"5.630,00";"-";"-";"-"
"13584015240";"26/07/2024 / 09:52:00";"WDOQ24";"V";"2";"5.638,50";"executada";"saída";"2";"5.638,50";"6,00";"0,11";"120,00"
"13584015187";"26/07/2024 / 09:52:00";"WDOQ24";"C";"1";"0,00";"executada";"entrada";"1";"5.635,00";"-";"-";"-"
"13583984479";"26/07/2024 / 09:00:50";"WDOQ24";"C";"1";"5.616,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583984462";"26/07/2024 / 09:00:50";"WDOQ24";"V";"1";"5.627,00";"executada";"saída";"1";"5.627,00";"6,00";"0,11";"60,00"
"13583984296";"26/07/2024 / 09:00:49";"WDOQ24";"C";"1";"0,00";"executada";"entrada";"1";"5.621,00";"-";"-";"-"
"13583904690";"25/07/2024 / 13:05:30";"WDOQ24";"V";"4";"0,00";"executada";"saída";"4";"5.635,00";"-2,75";"-0,05";"-110,00"
"13583898461";"25/07/2024 / 12:42:22";"WDOQ24";"C";"4";"5.629,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583890441";"25/07/2024 / 12:18:19";"WDOQ24";"C";"2";"5.634,00";"executada";"entrada";"2";"5.634,00";"-";"-";"-"
"13583888591";"25/07/2024 / 12:11:48";"WDOQ24";"C";"1";"5.639,00";"executada";"entrada";"1";"5.639,00";"-";"-";"-"
"13583888589";"25/07/2024 / 12:11:48";"WDOQ24";"V";"4";"5.643,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13583888544";"25/07/2024 / 12:11:47";"WDOQ24";"C";"1";"0,00";"executada";"entrada";"1";"5.644,00";"-";"-";"-"
"13583841192";"25/07/2024 / 10:36:39";"WDOQ24";"V";"1";"5.660,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583841182";"25/07/2024 / 10:36:39";"WDOQ24";"C";"1";"5.649,00";"executada";"saída";"1";"5.649,00";"6,00";"0,11";"60,00"
"13583841145";"25/07/2024 / 10:36:38";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.655,00";"-";"-";"-"
"13583835286";"25/07/2024 / 10:27:33";"WDOQ24";"V";"1";"5.651,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583835280";"25/07/2024 / 10:27:33";"WDOQ24";"C";"1";"5.640,50";"executada";"saída";"1";"5.640,50";"6,00";"0,11";"60,00"
"13583835239";"25/07/2024 / 10:27:32";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.646,50";"-";"-";"-"
"13583796182";"25/07/2024 / 09:30:11";"WDOQ24";"V";"1";"5.677,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583796177";"25/07/2024 / 09:30:11";"WDOQ24";"C";"1";"5.666,50";"executada";"saída";"1";"5.666,50";"6,00";"0,11";"60,00"
"13583795522";"25/07/2024 / 09:30:04";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.672,50";"-";"-";"-"
"13583774179";"25/07/2024 / 09:00:48";"WDOQ24";"V";"2";"5.701,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583772590";"25/07/2024 / 09:00:35";"WDOQ24";"V";"1";"5.696,50";"executada";"entrada";"1";"5.696,50";"-";"-";"-"
"13583772552";"25/07/2024 / 09:00:35";"WDOQ24";"C";"2";"5.688,00";"executada";"saída";"2";"5.688,00";"6,00";"0,11";"120,00"
"13583772350";"25/07/2024 / 09:00:34";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.691,50";"-";"-";"-"
"13583717633";"24/07/2024 / 12:26:29";"WDOQ24";"V";"1";"5.635,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583717618";"24/07/2024 / 12:26:29";"WDOQ24";"C";"1";"5.624,50";"executada";"saída";"1";"5.624,50";"6,00";"0,11";"60,00"
"13583717503";"24/07/2024 / 12:26:26";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.630,50";"-";"-";"-"
"13583717422";"24/07/2024 / 12:26:25";"WDOQ24";"V";"8";"0,00";"executada";"saída";"8";"5.629,00";"-1,38";"-0,02";"-110,00"
"13583700208";"24/07/2024 / 11:21:59";"WDOQ24";"C";"4";"5.626,00";"executada";"entrada";"4";"5.626,00";"-";"-";"-"
"13583698731";"24/07/2024 / 11:18:07";"WDOQ24";"C";"2";"5.631,00";"executada";"entrada";"2";"5.631,00";"-";"-";"-"
"13583696616";"24/07/2024 / 11:14:25";"WDOQ24";"C";"1";"5.636,00";"executada";"entrada";"1";"5.636,00";"-";"-";"-"
"13583696612";"24/07/2024 / 11:14:24";"WDOQ24";"V";"8";"5.636,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13583696607";"24/07/2024 / 11:14:24";"WDOQ24";"C";"1";"0,00";"executada";"entrada";"1";"5.641,00";"-";"-";"-"
"13583658703";"24/07/2024 / 09:57:06";"WDOQ24";"C";"2";"5.626,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583658135";"24/07/2024 / 09:56:24";"WDOQ24";"C";"1";"5.631,50";"executada";"entrada";"1";"5.631,50";"-";"-";"-"
"13583658131";"24/07/2024 / 09:56:24";"WDOQ24";"V";"2";"5.640,00";"executada";"saída";"2";"5.640,00";"6,00";"0,11";"120,00"
"13583658122";"24/07/2024 / 09:56:24";"WDOQ24";"C";"1";"0,00";"executada";"entrada";"1";"5.636,50";"-";"-";"-"
"13583658097";"24/07/2024 / 09:56:22";"WDOQ24";"C";"1";"0,00";"executada";"saída";"1";"5.636,00";"5,50";"0,10";"55,00"
"13583655503";"24/07/2024 / 09:45:52";"WDOQ24";"V";"1";"5.646,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583655500";"24/07/2024 / 09:45:52";"WDOQ24";"C";"1";"5.635,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13583655483";"24/07/2024 / 09:45:52";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.641,50";"-";"-";"-"
"13583635240";"24/07/2024 / 09:00:43";"WDOQ24";"V";"4";"5.620,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583634583";"24/07/2024 / 09:00:35";"WDOQ24";"V";"2";"5.615,00";"executada";"entrada";"2";"5.615,00";"-";"-";"-"
"13583633920";"24/07/2024 / 09:00:32";"WDOQ24";"V";"1";"5.610,00";"executada";"entrada";"1";"5.610,00";"-";"-";"-"
"13583633907";"24/07/2024 / 09:00:32";"WDOQ24";"C";"4";"5.605,50";"executada";"saída";"4";"5.605,50";"5,75";"0,10";"230,00"
"13583633729";"24/07/2024 / 09:00:31";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.605,00";"-";"-";"-"
"13583558709";"23/07/2024 / 12:20:26";"WDOQ24";"V";"1";"5.585,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583558708";"23/07/2024 / 12:20:26";"WDOQ24";"C";"1";"5.574,50";"executada";"saída";"1";"5.574,50";"6,00";"0,11";"60,00"
"13583558705";"23/07/2024 / 12:20:24";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.580,50";"-";"-";"-"
"13583558691";"23/07/2024 / 12:20:23";"WDOQ24";"V";"8";"0,00";"executada";"saída";"8";"5.580,00";"-4,38";"-0,08";"-350,00"
"13583533720";"23/07/2024 / 11:16:21";"WDOQ24";"C";"4";"5.580,00";"executada";"entrada";"4";"5.580,00";"-";"-";"-"
"13583531977";"23/07/2024 / 11:11:52";"WDOQ24";"C";"2";"5.585,00";"executada";"entrada";"2";"5.585,00";"-";"-";"-"
"13583528038";"23/07/2024 / 11:01:59";"WDOQ24";"C";"1";"5.590,00";"executada";"entrada";"1";"5.590,00";"-";"-";"-"
"13583528035";"23/07/2024 / 11:01:59";"WDOQ24";"V";"8";"5.590,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13583528006";"23/07/2024 / 11:01:58";"WDOQ24";"C";"1";"0,00";"executada";"entrada";"1";"5.595,00";"-";"-";"-"
"13583503341";"23/07/2024 / 10:11:08";"WDOQ24";"V";"2";"5.610,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583502271";"23/07/2024 / 10:09:18";"WDOQ24";"V";"1";"5.605,50";"executada";"entrada";"1";"5.605,50";"-";"-";"-"
"13583502264";"23/07/2024 / 10:09:18";"WDOQ24";"C";"2";"5.597,00";"executada";"saída";"2";"5.597,00";"6,00";"0,11";"120,00"
"13583502223";"23/07/2024 / 10:09:17";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.600,50";"-";"-";"-"
"13583495745";"23/07/2024 / 09:57:45";"WDOQ24";"C";"1";"5.589,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583495744";"23/07/2024 / 09:57:44";"WDOQ24";"V";"1";"5.600,50";"executada";"saída";"1";"5.600,50";"6,00";"0,11";"60,00"
"13583495740";"23/07/2024 / 09:57:44";"WDOQ24";"C";"1";"0,00";"executada";"entrada";"1";"5.594,50";"-";"-";"-"
"13583479111";"23/07/2024 / 09:24:36";"WDOQ24";"V";"4";"5.606,50";"executada";"entrada";"4";"5.606,50";"-";"-";"-"
"13583477941";"23/07/2024 / 09:23:37";"WDOQ24";"V";"2";"5.601,50";"executada";"entrada";"2";"5.601,50";"-";"-";"-"
"13583477446";"23/07/2024 / 09:23:31";"WDOQ24";"V";"1";"5.596,50";"executada";"entrada";"1";"5.596,50";"-";"-";"-"
"13583477444";"23/07/2024 / 09:23:31";"WDOQ24";"C";"8";"5.596,50";"executada";"saída";"8";"5.596,50";"5,63";"0,10";"450,00"
"13583477367";"23/07/2024 / 09:23:30";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.591,50";"-";"-";"-"
"13583465757";"23/07/2024 / 09:01:16";"WDOQ24";"V";"2";"5.600,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583463958";"23/07/2024 / 09:00:56";"WDOQ24";"V";"1";"5.595,50";"executada";"entrada";"1";"5.595,50";"-";"-";"-"
"13583463921";"23/07/2024 / 09:00:56";"WDOQ24";"C";"2";"5.587,00";"executada";"saída";"2";"5.587,00";"6,00";"0,11";"120,00"
"13583463527";"23/07/2024 / 09:00:54";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.590,50";"-";"-";"-"
"13583389767";"22/07/2024 / 12:28:32";"WDOQ24";"V";"1";"5.571,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583389764";"22/07/2024 / 12:28:32";"WDOQ24";"C";"1";"5.560,50";"executada";"saída";"1";"5.560,50";"6,00";"0,11";"60,00"
"13583389710";"22/07/2024 / 12:28:32";"WDOQ24";"V";"1";"0,00";"executada";"entrada";"1";"5.566,50";"-";"-";"-"
"13583385988";"22/07/2024 / 12:20:44";"WDOQ24";"C";"1";"5.554,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13583385986";"22/07/2024 / 12:20:44";"WDOQ24";"V";"1";"5.565,00";"executada";"saída";"1";"5.565,00";"6,00";"0,11";"60,00"
"13583385981";"22/07/2024 / 12:20:43";"WDOQ24";"C";"1";"0,00";"executada";"entrada";"1";"5.559,00";"-";"-";"-"
"13583385965";"22/07/2024 / 12:20:43";"WDOQ24";"C";"1";"0,00";"executada";"saída";"1";"5.559,00";"4,50";"0,08";"45,00"
"13583382203";"22/07/2024 / 12:08:41";"WDOQ24";"V";"1";"5.568,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
